Codice Analisi,Descrizione,Colore provetta,Synlab si/no,U.M.,METODO,Regola,,Importo
6F48,Cipolla,GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T23,Cipresso Mediterraneo (Cupressus Sempervirens),GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
352,Cistatina C,GIALLA,SÍ,mg/L,IMMUNOTURBIDIMETRICO,Area 'ANALISI',,"€ 16,93"
558,CISTINA Plasmatica (SYNLAB),VIOLA CONG. ,SÍ,manca sul portale,LC-MS,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
365,CISTINA Urinaria (SYNLAB),URINE 24 H CONG.,SÍ,manca sul portale,LC-MS,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
2342,CITOMEGALOVIRUS (CMV) DNA QUALITATIVO su plasma o sangue,VIOLA,SÍ,manca sul portale,TMA,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
2341,"
CITOMEGALOVIRUS (CMV) DNA QUANTITATIVO su plasma o sangue",VIOLA,SÍ,manca sul portale,TMA,Area 'BIOLOGIA MOLECOLARE',,"€ 98,28"
1535,Citomegalovirus Avidita' IgG,GIALLA,SÍ,manca sul portale,CHEMILUMINESCENZA,Area 'SPECIALISTICA',,"€ 39,64"
749,Citraturia (campione estemporaneo),URINE DEL MATTINO,SÍ,mmoli/L,ENZIMATICO UV,Area 'TOSSICOLOGIA',,"€ 13,54"
7491,Citraturia delle 24 ore,URINE 24 H,SÍ,mmol/24h,ENZIMATICO UV,Area 'TOSSICOLOGIA',,"€ 13,54"
6M2,Cladosporium Herbarum,GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
221,Clearance della Creatinina,ROSSA + URINE 24 H,NO,mg/Kg/24 h,ENZIMATICO,Area 'ANALISI',,"€ 3,06"
2111,Clearance Urea,ROSSA + URINE 24 H,NO,g/24h,UREASI-UV,Area 'ANALISI',,"€ 3,06"
693,Clobazam,GIALLA,SÍ,µg/L,HPLC,Area 'SPECIALISTICA',,"€ 41,06"
397,CLOMIPRAMINA E METABOLITA (SYNLAB),GIALLA,SÍ,microg/L,LC-MS,Area 'SPECIALISTICA GRUPPO',,"€ 127,55"
8725,CLONALITA' PER RIARRANGIAMENTO DEL GENE IGH su materiale bioptico,MATERIALE FISSATO IN FORMALINA E INCLUSO IN PARAFFINA,SÍ,/,PCR E ANALISI DI FRAMMENTI,Area 'BIOLOGIA MOLECOLARE',,"€ 349,44"
8700,"
CLONALITA' PER RIARRANGIAMENTO DEL GENE IGH su sangue intero",2 VIOLA,SÍ,/,PCR E ANALISI DI FRAMMENTI,Area 'BIOLOGIA MOLECOLARE',,"€ 500,00"
2044,"
CLONALITA' PER RIARRANGIAMENTO DEL GENE TCR GAMMA su materiale bioptico",MATERIALE FISSATO IN FORMALINA E INCLUSO IN PARAFFINA,SÍ,/,PCR E ANALISI DI FRAMMENTI,Area 'BIOLOGIA MOLECOLARE',,"€ 186,16"
8744,"
CLONALITA' PER RIARRANGIAMENTO DEL GENE TCR GAMMA su sangue intero",2 VIOLA,SÍ,/,PCR E ANALISI DI FRAMMENTI,Area 'BIOLOGIA MOLECOLARE',,"€ 500,00"
689,Clonazepam,GIALLA,SÍ,µg/L,HPLC,Area 'SPECIALISTICA',,"€ 41,06"
1595,Clordiazepossido,GIALLA,SÍ,µg/L,HPLC,Area 'ANALISI',,"€ 28,72"
243,Cloremia ( Cl ),ROSSA ,NO,mEq/L,COLORIMETRICO,Area 'ANALISI',,"€ 1,75"
253,Cloro urine 24 ore (Cl ),URINE 24 H,SÍ,mmol/24h,POTENZIOMETRIA INDIRETTA,Area 'ANALISI',,"€ 1,75"
7720,CLOROFORMIO Urine Fine Turno,URINE F.T.,SÍ,µg/L,GC,Area 'TOSSICOLOGIA',,"€ 14,20"
772,CLOROFORMIO Urine Inizio Turno,URINE I.T.,SÍ,µg/L,GC,Area 'TOSSICOLOGIA',,"€ 14,20"
7451,CLORURO DI METILENE Urine Fine Turno,URINE F.T.,SÍ,µg/L,GC,Area 'TOSSICOLOGIA',,"€ 14,20"
745,CLORURO DI METILENE Urine Inizio Turno,URINE I.T.,SÍ,µg/L,GC,Area 'TOSSICOLOGIA',,"€ 14,20"
2207,CLOSTRIDIUM DIFFICILE - Ricerca delle tossine A e B,FECI,SÍ,/,CHEMILUMINESCENZA,Area 'MICROBIOLOGIA',,"€ 31,20"
2208,CLOSTRIDIUM DIFFICILE - Ricerca delle tossine A e B (II camp.),FECI,SÍ,/,CHEMILUMINESCENZA,Area 'MICROBIOLOGIA',,"€ 31,20"
2209,"
CLOSTRIDIUM DIFFICILE - Ricerca delle tossine A e B (III camp.)",FECI,SÍ,/,CHEMILUMINESCENZA,Area 'MICROBIOLOGIA',,"€ 31,20"
1662,"
CLOSTRIDIUM DIFFICILE DNA - VARIANTE TOSSINOGENICA",FECI,SÍ,/,REAL TIME PCR,Area 'BIOLOGIA MOLECOLARE',,"€ 70,98"
588,Clostridium difficile esame colturale I Campione,non c'è su vademecum,,,,Area 'MICROBIOLOGIA',,"€ 25,01"
5882,Clostridium difficile esame colturale II Campione,non c'è su vademecum,,,,Area 'MICROBIOLOGIA',,"€ 25,01"
5883,Clostridium difficile esame colturale III Campione,non c'è su vademecum,,,,Area 'MICROBIOLOGIA',,"€ 25,01"
1576,Clozapina,GIALLA,SÍ,µg/L,LC-MS,Area 'SPECIALISTICA',,"€ 55,15"
357,Clozapina e Norclozapina,GIALLA,SÍ,,LC-MS,Area 'SPECIALISTICA',,"€ 54,93"
,Clozapina,,,µg/L,,,,
,Norclozapina,,,µg/L,,,,
8391,CMV DNA Qualitativo  (Citomegalovirus),CONTENITORE STERILE per BAL; LIQUIDO AMNIOTICO CONG.; LIQUOR CONG.; TAMPONE ROSA per cavo orale; T. NOCCIOLA per urine cong.,SÍ,manca sul portale,REAL TIME PCR,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
60061,CMV DNA Quantitativo (Citomegalovirus),CONTENITORE STERILE per BAL; LIQUIDO AMNIOTICO CONG.; LIQUOR CONG.; TAMPONE ROSA per cavo orale; T. NOCCIOLA per urine cong.,SÍ,manca sul portale,REAL TIME PCR,Area 'BIOLOGIA MOLECOLARE',,"€ 98,28"
7261,COBALTO Sierico,METAL FREE,SÍ,µg/L,ICP-MS,Area 'TOSSICOLOGIA',,"€ 14,20"
7260,COBALTO Urine Fine Turno,URINE F.T.,SÍ,µg/L,ICP-MS,Area 'TOSSICOLOGIA',,"€ 14,20"
726,COBALTO Urine Inizio Turno,URINE I.T.,SÍ,µg/L,ICP-MS,Area 'TOSSICOLOGIA',,"€ 14,20"
1083,Cocaina matrice pilifera,CAPELLI,SÍ,,LC-MS-MS,Area 'TOSSICOLOGIA',,"€ 141,96"
,Cocaina,,,ng/mg,,,,
,Benzoilecgonina,,,ng/mg,,,,
1083CL,Cocaina matrice pilifera - Valenza clinica,CAPELLI,SÍ,,LC-MS-MS,Area 'TOSSICOLOGIA',,"€ 141,96"
,Cocaina,,,ng/mg,,,,
,Benzoilecgonina,,,ng/mg,,,,
669,Cocaina matrice urinaria,URINE,SÍ,ng/mL,EMIT,Area 'TOSSICOLOGIA',,"€ 13,10"
6348,Cocaina test di conferma su urine,URINE,SÍ,,LC-MS-MS,Area 'TOSSICOLOGIA',,"€ 120,12"
,Cocaina,,,ng/mL,,,,
,Benzoilecgonina,,,ng/mL,,,,
6G16,Codina di prato (Alopecurus pratensis),GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6G6,Codolina (Phleum pratense),GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1585,Coenzima Q10,VIOLA CONG. ,SÍ,µg/L,HPLC,Area 'SPECIALISTICA',,"€ 87,69"
IN10028,COLECISTI - COLECISTECTOMIA ALLARGATA,FISSATO IN FORMALINA,SÍ,/,INCLUSIONE IN PARAFFINA E COLORAZIONE CON E-E,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10029,COLECISTI - COLECISTECTOMIA SEMPLICE,FISSATO IN FORMALINA,SÍ,/,INCLUSIONE IN PARAFFINA E COLORAZIONE CON E-E,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
IN10030,COLEDOCO - DIGER.BIOPSIA ENDOSCOPICA (SING.),FISSATO IN FORMALINA,SÍ,/,INCLUSIONE IN PARAFFINA E COLORAZIONE CON E-E,Area 'ANATOMIA PATOLOGICA',,"€ 44,65"
325,Colesterolo HDL,ROSSA,NO,mg/dL,ENZIMATICO ,Area 'ANALISI',,"€ 2,30"
320,Colesterolo totale,ROSSA,NO,mg/dL,ENZIMATICO COLORIMETRICO,Area 'ANALISI',,"€ 1,75"
3251,Colesterolo VLDL (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 22,39"
300,COLINESTERASI (PSEUDOCOLINESTERASI),,,,,Area 'ANALISI',,"€ 1,75"
3001,Colinesterasi eritrocitaria,,,,,Area 'SPECIALISTICA',,"€ 16,93"
IN10031,COLON - COLECTOMIA TOTALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 394,82"
IN10032,COLON - DIGERENTE BIOPSIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 44,65"
IN10033,COLON - EMICOLECTOMIA (CON LINFOADENECTOMIA),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10035,COLON - POLIPECTOMIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 40,81"
Codice Analisi,Descrizione,,,,,Regola,,Importo
IN10036,COLON - RESEZIONE SEGMENTARIA DEL COLON,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
6W203,Colza (Brassica napus),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
646,Complemento C1 Esterasi Inibitore Attività (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 25,89"
1203,Complemento C3 Proattivatore,,,,,Area 'ANALISI',,"€ 8,95"
120999,COMPLEMENTO C5,,,,,Area 'SPECIALISTICA',,"€ 16,06"
008,Conta Eosinofili,,,,,Area 'ANALISI',,"€ 3,61"
007,Conta Leucociti,,,,,Area 'ANALISI',,"€ 6,77"
021,Coombs Diretto,,,,,Area 'ANALISI',,"€ 16,49"
022,Coombs Indiretto,,,,,Area 'ANALISI',,"€ 19,00"
2157,COPEPTINA ProAVP,,,,,Area 'SPECIALISTICA',,"€ 60,15"
5F439,Cor a14 Corylus avellana,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5F425,Cor a8 Corylus avellana,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5F440,Cor a9 Corylus avellana,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
62120,Corticosterone (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 127,55"
418,Cortisol Binding Globulin (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 41,17"
623,Cortisolo plasmatico,,,,,Area 'ANALISI',,"€ 9,61"
1369,Cortisolo Post Prandiale,,,,,Area 'ANALISI',,"€ 9,61"
6231,Cortisolo salivare,,,,,Area 'ANALISI',,"€ 28,72"
626,Cortisolo urinario,,,,,Area 'ANALISI',,"€ 9,61"
6O1,Cotone,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
2287,COXIELLA BURNETI ANTICORPI IgG e IgM (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 60,00"
1363,Coxiella Burnetii IgG - Fase 2 Anticorpi (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 24,79"
1362,Coxiella Burnetii IgM - Fase 2 Anticorpi (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 24,79"
301,CPK,,,,,Area 'ANALISI',,"€ 2,84"
542,Creatina Sierica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 26,86"
528,Creatina Urinaria (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 26,86"
428,CREATINCHINASI ISOENZIMA MB (CK-MB MASSA),,,,,Area 'ANALISI',,"€ 25,89"
7301,Creatinina Urinaria (Medicina Sportiva),,,,,Area 'TOSSICOLOGIA',,"€ 1,75"
1911,Creatinina Urinaria su campione estemporaneo,,,,,Area 'ANALISI',,"€ 1,75"
232,Creatinina Urine 24H,,,,,Area 'ANALISI',,"€ 1,75"
7300,CREATININA Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 2,52"
791,Creatinina Urine Fine Turno x tox,,,,,Area 'TOSSICOLOGIA',,"€ 2,52"
730,CREATININA Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 2,52"
790,Creatinina Urine Inizio Turno x tox,,,,,Area 'TOSSICOLOGIA',,"€ 2,52"
220,Creatininemia,,,,,Area 'ANALISI',,"€ 1,75"
142,Crioglobuline (CRIOCRITO),,,,,Area 'ANALISI',,"€ 5,90"
569,Criptosporidiosi Ricerca ed Identificazione (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 27,52"
7144,CROMO Sierico,,,,,Area 'TOSSICOLOGIA',,"€ 10,70"
71419,CROMO Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 10,70"
7149,CROMO Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 10,70"
62121,Cromogranina A,,,,,Area 'ANALISI',,"€ 66,39"
60150,Cromosoma Y : ricerca di microdelezioni,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 87,36"
578,Cryptococcus neoformans circulating antigen (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 22,93"
6199,Cryptosporidium Ag ricerca diretta,,,,,Area 'SPECIALISTICA',,"€ 16,93"
1330,CTD (Malattie del Tessuto Connettivo) SCREENING,,,,,Area 'SPECIALISTICA',,"€ 10,16"
351,CTX Plasmatico,,,,,Area 'SPECIALISTICA',,"€ 39,43"
6F265,Cumino,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10037,CUORE - BIOPSIA ENDOMIOCARDICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10038,CUORE - BIOPSIA MUSCOLO/BEM,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 163,63"
IN10040,CUORE - VALVOLA CARDIACA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
5T226,Cup a1 Cupressus arizonica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
248,Cupremia (Rame Sierico),,,,,Area 'ANALISI',,"€ 6,23"
6F281,Curry,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1166,Curva Glicemica Gravidanza,,,,,Area 'ANALISI',,"€ 1,75"
2049,Curva Glicemica SERVICE,,,,,Area 'ANALISI',,"€ 6,55"
2151,Curva Glucagone (SYNLAB),,,,,Area 'ANALISI',,"€ 300,56"
6533,Curva Insulinemica,,,,,Area 'ANALISI',,"€ 30,69"
2150,Curva Peptide C,,,,,Area 'ANALISI',,"€ 41,60"
6M16,Curvularia (Curvularia lunata),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10042,CUTE - BIOPSIA CUTE (PUNCH/SHAVE/INCISIONALE),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 50,29"
IN10043,CUTE - SENO PILONIDALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
IN10044,CUTE E ANNESSI - BIOPSIA ESCISSIONALE CUTE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 53,79"
IN10045,CUTE E ANNESSI - ESCISSIONE ALLARGATA CUTE E/O TESSUTI MOLLI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
65190,CYFRA 21-1,,,,,Area 'ANALISI',,"€ 22,50"
1935,DABIGATRAN (Pradaxa),,,,,Area 'TOSSICOLOGIA',,"€ 76,44"
1587,DAO TEST,,,,,Area 'SPECIALISTICA',,"€ 61,92"
6F289,DATTERO ( PHOENIX DACTILYFERA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
043,D-Dimero,,,,,Area 'ANALISI',,"€ 19,22"
637,Delta 4 Androstenedione,,,,,Area 'ANALISI',,"€ 10,70"
6W8,Dente di leone (Taraxacum officinale),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
5D202,Der p1 dermatophagoides pteronyssinus,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5D205,Der p10 dermatophagoides pteronyssinus,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5D203,Der p2 dermatophagoides pteronyssinus,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
Codice Analisi,Descrizione,,,,,Regola,,Importo
5D209,Der p23 dermatophagoides pteronyssinus,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
6D2,Dermatophagoides farinae,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6D3,Dermatophagoides microceras,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6D1,Dermatophagoides pteronyssinus,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1644,Desossipiridinolina libera urine 2 ore,,,,,Area 'SPECIALISTICA',,"€ 29,27"
1646,Desossipiridinolina totale urine 2 ore,,,,,Area 'SPECIALISTICA',,"€ 29,27"
6321,Desossipiridinolina totale urine 24H,,,,,Area 'SPECIALISTICA',,"€ 29,27"
6360,DHEA,,,,,Area 'ANALISI',,"€ 11,25"
636,DHEA-S (DEIDROEPIANDROSTERONE SOLFATO),,,,,Area 'ANALISI',,"€ 12,89"
1152,Diagnosi molecolare di Alfa Talassemia - Analisi dei geni,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 491,40"
8424,"alfa globinici
Diagnosi molecolare di beta talassemia - sequenziamento",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 131,04"
2065,"completo del gene HBB
DIAGNOSI MOLECOLARE DI CADASIL : ricerca di",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
60541,"mutazioni nel gene NOTCH3
DIAGNOSI MOLECOLARE DI EMOCROMATOSI",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 131,04"
60140,"(VARIANTI C282Y E H63D NEL GENE HFE)
DIAGNOSI MOLECOLARE DI FIBROSI CISTICA (TEST DI",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 158,34"
8409,"1° LIVELLO)
Diagnosi molecolare di Fibrosi Cistica: sequenziamento",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 491,40"
8708,"completo del gene CFTR
Diagnosi molecolare di telangectasia emorragica ereditaria",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 2.293,20"
,(HHT),,,,,,,
1593,Diazepam,,,,,Area 'ANALISI',,"€ 28,39"
IN10320,DIGIUNO - DIGERENTE BIOPSIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 45,00"
660,Digossina,,,,,Area 'ANALISI',,"€ 11,25"
6210,Diidrotestosterone (DHT),,,,,Area 'ANALISI',,"€ 21,95"
8921,DISBIOSI TEST,,,,,Area 'TOSSICOLOGIA',,"€ 37,13"
IN10046,DITO - AMPUTAZIONE DITO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 244,62"
IN10047,DITO - AMPUTAZIONE DITO (PER NEOPLASIA),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 192,20"
60010,DNA - Chlamydia Trachomatis,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 38,22"
60542,DNA - Fattore II,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
60091,DNA - HBV Quantitativo,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 87,36"
601240,DNA - OMOCISTEINA A1298C (MTHFR),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
60124,DNA - OMOCISTEINA C677T (MTHFR),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
60080,DNA - Toxoplasma Gondii,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 38,22"
482,DNA-SS Anticorpi (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 32,10"
7890,Dopamina plasmatica,,,,,Area 'SPECIALISTICA',,"€ 27,85"
789,Dopamina urine 24H,,,,,Area 'SPECIALISTICA',,"€ 22,50"
846,Dos. catene leggere Kappa Lambda urinarie,,,,,Area 'ANALISI',,"€ 16,49"
6142,Dosaggi seriati del TSH,,,,,Area 'ANALISI',,"€ 56,24"
6151,Dosaggi seriati FSH,,,,,Area 'ANALISI',,"€ 32,10"
6161,Dosaggi seriati LH,,,,,Area 'ANALISI',,"€ 32,10"
1209,Dosaggio C3,,,,,Area 'ANALISI',,"€ 7,32"
12099,Dosaggio C4,,,,,Area 'ANALISI',,"€ 7,32"
845,Dosaggio catene leggere Kappa Lambda sieriche,,,,,Area 'ANALISI',,"€ 16,49"
1667,Dosaggio catene leggere libere Kappa e Lambda sieriche,,,,,Area 'ANALISI',,"€ 39,31"
1668,Dosaggio catene leggere libere Kappa e Lambda urinarie,,,,,Area 'ANALISI',,"€ 39,31"
8773,DPYD:ricerca polimorfismi associati alla tossicità al,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 208,00"
IN10048,"trattamento con fluoropirimidine
DUODENO - DIGERENTE BIOPSIA ENDOSCOPICA",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 44,65"
,(SING.),,,,,,,
IN10049,DUODENO - POLIPECTOMIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 40,81"
B591,E.coli O:157 nelle feci esame colturale,,,,,Area 'MICROBIOLOGIA',,"€ 6,55"
60050,EBV (Epstein Barr virus) DNA QUALITATIVO,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 76,44"
2340,EBV (EPSTEIN BARR VIRUS) DNA QUANTITATIVO,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 95,00"
4605,EBV (EPSTEIN-BARR VIRUS) WESTERN BLOT IgG,,,,,Area 'SPECIALISTICA',,"€ 72,00"
4604,EBV (EPSTEIN-BARR VIRUS) WESTERN BLOT IgM,,,,,Area 'SPECIALISTICA',,"€ 72,00"
597,Echinococco conferma (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 130,50"
1936,EDOXABAN (Lixiana),,,,,Area 'TOSSICOLOGIA',,"€ 169,26"
520,Elastasi 1 Pancreatica Fecale,,,,,Area 'SPECIALISTICA',,"€ 35,38"
260,Elettroforesi  proteine sieriche,,,,,Area 'ANALISI',,"€ 5,68"
039,Elettroforesi Hb,,,,,Area 'ANALISI',,"€ 12,89"
265,Elettroforesi Proteine Urinarie,,,,,Area 'ANALISI',,"€ 14,75"
2096,"EMICRANEA EMIPLEGICA FAMILIARE O SPARADICA -
pannello NGS",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
IN10079,EMILARINGECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
B568,EMOCOLTURA DA CATETERE VENOSO CENTRALE (CVC),,,,,Area 'MICROBIOLOGIA',,"€ 31,20"
B5682,EMOCOLTURA DA CVC PER BATTERI ANAEROBI,,,,,Area 'MICROBIOLOGIA',,"€ 31,20"
B5681,EMOCOLTURA DA VENA PERIFERICA PER ANAEROBI,,,,,Area 'MICROBIOLOGIA',,"€ 36,40"
0014,Emocromocitometrico completo,,,,,Area 'ANALISI',,"€ 4,15"
205,EMOGLOBINA GLICATA HBA1C,,,,,Area 'ANALISI',,"€ 11,25"
13120,ENA  Profilo,,,,,Area 'SPECIALISTICA',,"€ 90,10"
13126,ENA: Antigene JO-1,,,,,Area 'SPECIALISTICA',,"€ 12,45"
1326,ENA: Antigene RNP,,,,,Area 'SPECIALISTICA',,"€ 12,45"
1328,ENA: Antigene RNP 68 kD,,,,,Area 'SPECIALISTICA',,"€ 12,45"
1327,ENA: Antigene RNP A,,,,,Area 'SPECIALISTICA',,"€ 12,45"
13121,ENA: Antigene S.S.A.,,,,,Area 'SPECIALISTICA',,"€ 12,45"
1324,ENA: Antigene S.S.A. 52 kD,,,,,Area 'SPECIALISTICA',,"€ 12,45"
Codice Analisi,Descrizione,,,,,Regola,,Importo
1325,ENA: Antigene S.S.A. 60 kD,,,,,Area 'SPECIALISTICA',,"€ 12,45"
13122,ENA: Antigene S.S.B.,,,,,Area 'SPECIALISTICA',,"€ 12,45"
13125,ENA: Antigene SCL-70,,,,,Area 'SPECIALISTICA',,"€ 12,45"
13123,ENA: Antigene Sm,,,,,Area 'SPECIALISTICA',,"€ 12,45"
13124,ENA: Antigene Sm/R.N.P.,,,,,Area 'SPECIALISTICA',,"€ 12,45"
1312,ENA: Screening,,,,,Area 'SPECIALISTICA',,"€ 13,54"
60040,ENTEROVIRUS RNA,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 98,28"
1044,EPATITE DELTA (HDV) RNA,,,,,Area 'SPECIALISTICA',,"€ 110,00"
6E+1,Epitelio / Forfora di Gatto,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+2,Epitelio di Cane,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+80,Epitelio di Capra,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+82,Epitelio di Coniglio,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+84,Epitelio di Criceto,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+83,Epitelio di Maiale,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+81,Epitelio di Pecora,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+6,Epitelio di Porcellino d'India,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+73,Epitelio di Ratto,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+71,Epitelio di Topo,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6G17,Erba bahia (Paspalum notatum),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6W11,Erba cali (Salsola Kali),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6G3,Erba mazzolina (Dactylis glomerata),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
644,Eritropoietina,,,,,Area 'ANALISI',,"€ 18,90"
IN10278,ES. CITOLOGICO URINE PER RICERCA CELLULE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 13,27"
IN10279,"NEOPLASTICHE 1° CAMP
ES. CITOLOGICO URINE PER RICERCA CELLULE",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 13,27"
IN10280,"NEOPLASTICHE 2° CAMP
ES. CITOLOGICO URINE PER RICERCA CELLULE",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 13,27"
,NEOPLASTICHE 3° CAMP,,,,,,,
810,Esame Chimico del Calcolo Renale,,,,,Area 'ANALISI',,"€ 22,93"
IN10322,ESAME CITOLOGICO URINA DA SEDE SELETTIVA O DA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 28,50"
